gen_str,cif,model_name,spacegroup_number,relaxed_energy,relaxed_cif,e_above_hull,actual_spacegroup
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 In2
Spacegroup: P1
abc: 3.55 3.56 6.47
angles: 72.54 72.55 60.45
Sites (2)
In 0.327 0.675 0.800 1a
In 0.673 0.322 0.201 1a","# generated using pymatgen
data_In
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.55000000
_cell_length_b   3.56000000
_cell_length_c   6.47000000
_cell_angle_alpha   72.54000000
_cell_angle_beta   72.55000000
_cell_angle_gamma   60.45000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In
_chemical_formula_sum   In2
_cell_volume   66.70823706
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.32700000  0.67500000  0.80000000  1
  In  In1  1  0.67300000  0.32200000  0.20100000  1
",7b,1,-5.433980941772461,"# generated using pymatgen
data_In
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.36143749
_cell_length_b   3.36516149
_cell_length_c   6.08561376
_cell_angle_alpha   72.13626629
_cell_angle_beta   68.39429748
_cell_angle_gamma   59.55780644
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In
_chemical_formula_sum   In2
_cell_volume   54.55531673
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.31921564  0.70519847  0.75240218  1
  In  In1  1  0.68078436  0.29180153  0.24859782  1
",0.0346932591137694,2
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 In4
Spacegroup: P1
abc: 4.08 4.08 10.57
angles: 89.97 89.97 60.00
Sites (4)
In 0.238 0.243 0.125 1a
In 0.763 0.762 0.874 1a
In 0.239 0.241 0.625 1a
In 0.761 0.761 0.375 1a","# generated using pymatgen
data_In
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.08000000
_cell_length_b   4.08000000
_cell_length_c   10.57000000
_cell_angle_alpha   89.97000000
_cell_angle_beta   89.97000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In
_chemical_formula_sum   In4
_cell_volume   152.37926198
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.23800000  0.24300000  0.12500000  1
  In  In1  1  0.76300000  0.76200000  0.87400000  1
  In  In2  1  0.23900000  0.24100000  0.62500000  1
  In  In3  1  0.76100000  0.76100000  0.37500000  1
",7b,1,-10.839702606201172,"# generated using pymatgen
data_In
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.30707989
_cell_length_b   3.30760593
_cell_length_c   10.61043022
_cell_angle_alpha   89.94729088
_cell_angle_beta   89.94669164
_cell_angle_gamma   70.47152504
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In
_chemical_formula_sum   In4
_cell_volume   109.38586943
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.23412269  0.23553257  0.12483600  1
  In  In1  1  0.76776646  0.76938709  0.87471696  1
  In  In2  1  0.23338508  0.23470486  0.62486232  1
  In  In3  1  0.76572577  0.76737548  0.37458472  1
",0.0417580784497069,12
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al8Ir4
Spacegroup: P1
abc: 4.63 5.15 8.05
angles: 107.27 95.10 114.79
Sites (12)
Al 0.764 0.401 0.703 1a
Al 0.778 0.286 0.374 1a
Al 0.821 0.908 0.355 1a
Al 0.530 0.851 0.101 1a
Al 0.466 0.114 0.896 1a
Al 0.240 0.400 0.495 1a
Al 0.217 0.901 0.953 1a
Al 0.993 0.802 0.677 1a
Ir 0.109 0.141 0.760 1a
Ir 0.112 0.365 0.243 1a
Ir 0.619 0.633 0.760 1a
Ir 0.880 0.631 0.237 1a","# generated using pymatgen
data_Al2Ir
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.63000000
_cell_length_b   5.15000000
_cell_length_c   8.05000000
_cell_angle_alpha   107.27000000
_cell_angle_beta   95.10000000
_cell_angle_gamma   114.79000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2Ir
_chemical_formula_sum   'Al8 Ir4'
_cell_volume   161.28508310
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.76400000  0.40100000  0.70300000  1
  Al  Al1  1  0.77800000  0.28600000  0.37400000  1
  Al  Al2  1  0.82100000  0.90800000  0.35500000  1
  Al  Al3  1  0.53000000  0.85100000  0.10100000  1
  Al  Al4  1  0.46600000  0.11400000  0.89600000  1
  Al  Al5  1  0.24000000  0.40000000  0.49500000  1
  Al  Al6  1  0.21700000  0.90100000  0.95300000  1
  Al  Al7  1  0.99300000  0.80200000  0.67700000  1
  Ir  Ir8  1  0.10900000  0.14100000  0.76000000  1
  Ir  Ir9  1  0.11200000  0.36500000  0.24300000  1
  Ir  Ir10  1  0.61900000  0.63300000  0.76000000  1
  Ir  Ir11  1  0.88000000  0.63100000  0.23700000  1
",7b,1,-73.09796142578125,"# generated using pymatgen
data_Al2Ir
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.61489020
_cell_length_b   5.43575898
_cell_length_c   8.19234743
_cell_angle_alpha   108.27887776
_cell_angle_beta   90.08229894
_cell_angle_gamma   115.06964365
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2Ir
_chemical_formula_sum   'Al8 Ir4'
_cell_volume   174.58630607
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.68210206  0.30682238  0.68376437  1
  Al  Al1  1  0.66123853  0.26470074  0.32520604  1
  Al  Al2  1  0.55459216  0.75596111  0.41450897  1
  Al  Al3  1  0.56963426  0.74497846  0.08317853  1
  Al  Al4  1  0.70599793  0.28605249  1.00422017  1
  Al  Al5  1  0.15703907  0.28614100  0.50456696  1
  Al  Al6  1  0.11075528  0.82698529  0.92597703  1
  Al  Al7  1  1.08483167  0.81596595  0.59424615  1
  Ir  Ir8  1  0.17703939  0.30143880  0.82901023  1
  Ir  Ir9  1  0.16243131  0.27128744  0.18000474  1
  Ir  Ir10  1  0.58007474  0.78255972  0.73827598  1
  Ir  Ir11  1  1.08326361  0.79010664  0.27104082  1
",0.1144580495182294,5
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al1Cu1
Spacegroup: P1
abc: 2.80 2.80 3.62
angles: 76.75 76.75 89.99
Sites (2)
Al 0.617 0.616 0.998 1a
Cu 0.116 0.116 0.998 1a","# generated using pymatgen
data_AlCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.80000000
_cell_length_b   2.80000000
_cell_length_c   3.62000000
_cell_angle_alpha   76.75000000
_cell_angle_beta   76.75000000
_cell_angle_gamma   89.99000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlCu
_chemical_formula_sum   'Al1 Cu1'
_cell_volume   26.84878684
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.61700000  0.61600000  0.99800000  1
  Cu  Cu1  1  0.11600000  0.11600000  0.99800000  1
",7b,1,-7.688117027282715,"# generated using pymatgen
data_AlCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.71106655
_cell_length_b   3.71134659
_cell_length_c   2.62258542
_cell_angle_alpha   69.31787156
_cell_angle_beta   69.33549918
_cell_angle_gamma   95.08405478
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlCu
_chemical_formula_sum   'Al1 Cu1'
_cell_volume   30.66637377
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.61640584  0.61609110  0.99799893  1
  Cu  Cu1  1  0.11659416  0.11590890  0.99800107  1
",0.2917606843586426,71
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 In4Te4
Spacegroup: P1
abc: 6.80 6.80 6.80
angles: 89.94 89.95 89.95
Sites (8)
In 0.750 0.249 0.249 1a
In 0.249 0.750 0.750 1a
In 0.750 0.751 0.751 1a
In 0.250 0.250 0.250 1a
Te 0.998 0.998 0.998 1a
Te 0.502 0.502 0.502 1a
Te 0.497 0.003 0.003 1a
Te 0.993 0.497 0.497 1a","# generated using pymatgen
data_InTe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.80000000
_cell_length_b   6.80000000
_cell_length_c   6.80000000
_cell_angle_alpha   89.94000000
_cell_angle_beta   89.95000000
_cell_angle_gamma   89.95000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InTe
_chemical_formula_sum   'In4 Te4'
_cell_volume   314.43158839
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.75000000  0.24900000  0.24900000  1
  In  In1  1  0.24900000  0.75000000  0.75000000  1
  In  In2  1  0.75000000  0.75100000  0.75100000  1
  In  In3  1  0.25000000  0.25000000  0.25000000  1
  Te  Te4  1  0.99800000  0.99800000  0.99800000  1
  Te  Te5  1  0.50200000  0.50200000  0.50200000  1
  Te  Te6  1  0.49700000  0.00300000  0.00300000  1
  Te  Te7  1  0.99300000  0.49700000  0.49700000  1
",7b,1,-24.026477813720703,"# generated using pymatgen
data_InTe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.57911257
_cell_length_b   7.26316337
_cell_length_c   7.26384374
_cell_angle_alpha   108.20121110
_cell_angle_beta   89.99881814
_cell_angle_gamma   90.00225924
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InTe
_chemical_formula_sum   'In4 Te4'
_cell_volume   429.97428440
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.74861144  0.25114065  0.25112017  1
  In  In1  1  0.24862739  0.75114764  0.75114077  1
  In  In2  1  0.74861463  0.74885574  0.74886985  1
  In  In3  1  0.24862922  0.24885589  0.24886537  1
  Te  Te4  1  0.99795381  0.99969392  0.99978581  1
  Te  Te5  1  0.49790471  0.50023207  0.50025407  1
  Te  Te6  1  0.49930303  -0.00019319  -0.00028528  1
  Te  Te7  1  0.99935577  0.50026729  0.50024924  1
",0.444033668284912,69
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al1Ga1
Spacegroup: P1
abc: 2.70 2.70 4.37
angles: 74.42 74.44 60.63
Sites (2)
Al 0.368 0.627 0.250 1a
Ga 0.867 0.374 0.749 1a","# generated using pymatgen
data_AlGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.70000000
_cell_length_b   2.70000000
_cell_length_c   4.37000000
_cell_angle_alpha   74.42000000
_cell_angle_beta   74.44000000
_cell_angle_gamma   60.63000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlGa
_chemical_formula_sum   'Al1 Ga1'
_cell_volume   26.38657350
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.36800000  0.62700000  0.25000000  1
  Ga  Ga1  1  0.86700000  0.37400000  0.74900000  1
",7b,1,-6.6798505783081055,"# generated using pymatgen
data_AlGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.90126712
_cell_length_b   2.90193285
_cell_length_c   5.03580212
_cell_angle_alpha   74.45807307
_cell_angle_beta   78.37852720
_cell_angle_gamma   60.03582168
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlGa
_chemical_formula_sum   'Al1 Ga1'
_cell_volume   35.27145779
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.36260859  0.66192950  0.25006436  1
  Ga  Ga1  1  0.87239141  0.33907050  0.74893564  1
",0.0469106370959471,1
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 In1Pd3
Spacegroup: P1
abc: 3.89 4.03 5.63
angles: 119.47 98.83 105.80
Sites (4)
In 0.203 0.953 0.208 1a
Pd 0.375 0.620 0.591 1a
Pd 0.751 0.530 0.009 1a
Pd 0.000 0.004 0.505 1a","# generated using pymatgen
data_InPd3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.89000000
_cell_length_b   4.03000000
_cell_length_c   5.63000000
_cell_angle_alpha   119.47000000
_cell_angle_beta   98.83000000
_cell_angle_gamma   105.80000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InPd3
_chemical_formula_sum   'In1 Pd3'
_cell_volume   69.44783071
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.20300000  0.95300000  0.20800000  1
  Pd  Pd1  1  0.37500000  0.62000000  0.59100000  1
  Pd  Pd2  1  0.75100000  0.53000000  0.00900000  1
  Pd  Pd3  1  0.00000000  0.00400000  0.50500000  1
",7b,1,-20.100032806396484,"# generated using pymatgen
data_InPd3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18722413
_cell_length_b   4.18560969
_cell_length_c   4.79709915
_cell_angle_alpha   115.92921485
_cell_angle_beta   115.90729395
_cell_angle_gamma   90.05460235
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InPd3
_chemical_formula_sum   'In1 Pd3'
_cell_volume   66.06889363
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.20870702  0.90225784  0.08054010  1
  Pd  Pd1  1  0.45725972  0.65154307  0.57809378  1
  Pd  Pd2  1  0.70620582  0.40103264  0.07608263  1
  Pd  Pd3  1  -0.04317255  0.15216648  0.57828348  1
",0.0080666971508831,8
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 In4Te2
Spacegroup: P1
abc: 4.73 4.73 7.14
angles: 90.01 90.00 90.12
Sites (6)
In 0.495 0.493 0.443 1a
In 0.994 0.997 0.942 1a
In 0.506 0.987 0.444 1a
In 0.996 0.502 0.947 1a
Te 0.489 0.992 0.943 1a
Te 0.992 0.499 0.442 1a","# generated using pymatgen
data_In2Te
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.73000000
_cell_length_b   4.73000000
_cell_length_c   7.14000000
_cell_angle_alpha   90.01000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.12000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In2Te
_chemical_formula_sum   'In4 Te2'
_cell_volume   159.74215321
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.49500000  0.49300000  0.44300000  1
  In  In1  1  0.99400000  0.99700000  0.94200000  1
  In  In2  1  0.50600000  0.98700000  0.44400000  1
  In  In3  1  0.99600000  0.50200000  0.94700000  1
  Te  Te4  1  0.48900000  0.99200000  0.94300000  1
  Te  Te5  1  0.99200000  0.49900000  0.44200000  1
",7b,1,-17.64272689819336,"# generated using pymatgen
data_In2Te
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.79950544
_cell_length_b   6.49715764
_cell_length_c   5.76920269
_cell_angle_alpha   91.17610198
_cell_angle_beta   89.98621601
_cell_angle_gamma   90.74292341
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In2Te
_chemical_formula_sum   'In4 Te2'
_cell_volume   217.32122760
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.49035019  0.50077073  0.44521096  1
  In  In1  1  1.00033577  0.98918747  0.93774411  1
  In  In2  1  0.50001929  0.99840348  0.44570149  1
  In  In3  1  0.99129173  0.49150695  0.94567520  1
  Te  Te4  1  0.49538352  0.74758181  0.94438861  1
  Te  Te5  1  0.99461949  0.74254956  0.44227964  1
",0.2903036594677735,1
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al4C4
Spacegroup: P1
abc: 2.92 2.92 13.33
angles: 88.98 89.01 60.18
Sites (8)
Al 0.125 0.125 0.125 1a
Al 0.375 0.375 0.625 1a
Al 0.625 0.625 0.875 1a
Al 0.875 0.875 0.375 1a
C 0.750 0.750 0.499 1a
C 0.001 0.001 0.998 1a
C 0.250 0.250 0.751 1a
C 0.500 0.500 0.249 1a","# generated using pymatgen
data_AlC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.92000000
_cell_length_b   2.92000000
_cell_length_c   13.33000000
_cell_angle_alpha   88.98000000
_cell_angle_beta   89.01000000
_cell_angle_gamma   60.18000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlC
_chemical_formula_sum   'Al4 C4'
_cell_volume   98.58754285
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.12500000  0.12500000  0.12500000  1
  Al  Al1  1  0.37500000  0.37500000  0.62500000  1
  Al  Al2  1  0.62500000  0.62500000  0.87500000  1
  Al  Al3  1  0.87500000  0.87500000  0.37500000  1
  C  C4  1  0.75000000  0.75000000  0.49900000  1
  C  C5  1  0.00100000  0.00100000  0.99800000  1
  C  C6  1  0.25000000  0.25000000  0.75100000  1
  C  C7  1  0.50000000  0.50000000  0.24900000  1
",7b,1,-47.1750373840332,"# generated using pymatgen
data_AlC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.12234433
_cell_length_b   3.12099868
_cell_length_c   10.56952860
_cell_angle_alpha   81.77584883
_cell_angle_beta   81.74949125
_cell_angle_gamma   60.22923152
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlC
_chemical_formula_sum   'Al4 C4'
_cell_volume   88.16959255
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.20942535  0.20950915  0.11989491  1
  Al  Al1  1  0.38528759  0.38613821  0.59805247  1
  Al  Al2  1  0.61970788  0.61903853  0.89763703  1
  Al  Al3  1  0.80380533  0.80429862  0.32910401  1
  C  C4  1  0.74608838  0.74627470  0.51653417  1
  C  C5  1  -0.08450358  -0.08552005  1.00816175  1
  C  C6  1  0.32100824  0.32079248  0.78995145  1
  C  C7  1  0.50018077  0.50046836  0.23766419  1
",0.6701060060583499,8
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 In4Ag4Se4
Spacegroup: P1
abc: 6.39 6.43 10.22
angles: 89.56 89.97 63.15
Sites (12)
In 0.879 0.676 0.329 1a
In 0.315 0.356 0.413 1a
In 0.628 0.896 0.591 1a
In 0.528 0.525 0.085 1a
Ag 0.784 0.049 0.098 1a
Ag 0.217 0.748 0.399 1a
Ag 0.654 0.035 0.292 1a
Ag 0.326 0.356 0.086 1a
Se 0.985 0.847 0.578 1a
Se 0.494 0.726 0.984 1a
Se 0.945 0.245 0.888 1a
Se 0.473 0.300 0.697 1a","# generated using pymatgen
data_InAgSe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.39000000
_cell_length_b   6.43000000
_cell_length_c   10.22000000
_cell_angle_alpha   89.56000000
_cell_angle_beta   89.97000000
_cell_angle_gamma   63.15000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InAgSe
_chemical_formula_sum   'In4 Ag4 Se4'
_cell_volume   374.63287598
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.78400000  0.04900000  0.09800000  1
  Ag  Ag1  1  0.21700000  0.74800000  0.39900000  1
  Ag  Ag2  1  0.65400000  0.03500000  0.29200000  1
  Ag  Ag3  1  0.32600000  0.35600000  0.08600000  1
  In  In4  1  0.87900000  0.67600000  0.32900000  1
  In  In5  1  0.31500000  0.35600000  0.41300000  1
  In  In6  1  0.62800000  0.89600000  0.59100000  1
  In  In7  1  0.52800000  0.52500000  0.08500000  1
  Se  Se8  1  0.98500000  0.84700000  0.57800000  1
  Se  Se9  1  0.49400000  0.72600000  0.98400000  1
  Se  Se10  1  0.94500000  0.24500000  0.88800000  1
  Se  Se11  1  0.47300000  0.30000000  0.69700000  1
",7b,1,-37.88995361328125,"# generated using pymatgen
data_InAgSe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.08023374
_cell_length_b   6.40051804
_cell_length_c   8.49405493
_cell_angle_alpha   100.86017659
_cell_angle_beta   79.86423913
_cell_angle_gamma   73.39959910
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InAgSe
_chemical_formula_sum   'In4 Ag4 Se4'
_cell_volume   351.31029197
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.85542090  -0.03800309  -0.02812831  1
  Ag  Ag1  1  0.31708995  0.85276268  0.42088262  1
  Ag  Ag2  1  0.37800440  0.11320229  0.18888982  1
  Ag  Ag3  1  0.21089902  0.30498170  -0.06721561  1
  In  In4  1  0.98714288  0.76234043  0.24573443  1
  In  In5  1  0.27219631  0.34162532  0.51134512  1
  In  In6  1  0.61504531  0.81773082  0.60502724  1
  In  In7  1  0.53741881  0.48491754  0.13047039  1
  Se  Se8  1  1.02790925  0.76986411  0.62473816  1
  Se  Se9  1  0.57979436  0.77586638  0.93604995  1
  Se  Se10  1  0.93411466  0.28609627  1.15411820  1
  Se  Se11  1  0.51296418  0.28761548  0.71808805  1
",0.366734875004342,1
